textid,words,sylls,ltrvec,perf,isrhymed
1182,past waste prey they floods woods caves slaves obeyd swayd grain vain yields fields slain reign bled fed began man name game swains fanes oer roar twined hind retires choirs cursed durst rod god dane remain gave grave survey prey dart hart cries rise fed spread grain swain rears years,ast aste ey ey ods ods aves aves eyd ayd ain ain elds elds ain eign ed ed an an ame ame ins anes oer oar ined ind ires irs ursed urst od od ane ain ave ave ey ey art art ies ise ed ead ain ain ars ars,A A B B C C D D E F G G H H G G I I G G J J K L M N O O P Q R S T T G G U U B B V V W W I I G G X X,1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 1 1 1 0 0 1 1 0 0 0 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 0,1
1183,blood flood beset net succeeds feeds bounds grounds betray prey beset net compare war blest invest prize flies,ood ood et et eds eds unds unds ay ey et et are ar est est ize ies,A A B B C C D D E E B B F F G G H H,1 1 1 1 0 0 0 0 1 1 1 1 1 0 1 1 1 1,1
1184,springs wings wound ground dyes eyes unfold gold,ings ings ound ound yes eyes old old,A A B B C D E E,0 0 1 1 0 0 1 1,1
1185,sky deny repair hare pursue undo roves groves oershade glade eye sky heath death prepare air,y y air are ue o oves oves ade ade ye y eath eath are air,A A B B C D E E F F A A G G B B,1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1,1
1186,shade mead stand hand breed reed supply dye rolld gold stains plains,ade ead and and eed eed y ye olld old ins ins,A A B B A A C C D E F F,1 0 1 1 0 0 1 1 0 1 0 0,1
1187,car war surround hound vein plain crossd lost steep sweep speed steed plain virgintrain seen queen reign main,ar ar ound ound ein ain ossd ost eep eep eed eed ain ain een een eign ain,A A B B C C D E F F G G C C C C C C,1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1,1
1188,strayd shade rove grove dawn lawn,ayd ade ove ove awn awn,A B C C D D,0 1 1 1 1 1,1
1189,famed named cast last known zone care hair sounds wounds maid strayd desire fire fly sky moves doves pace chase appears hears run sun air hair aid maid vain train repair there lay away keeps weeps bore before laves waves spies skies woods floods seen green streams thames,amed amed ast ast own one are air unds unds aid ayd ire ire y y oves oves ace ase ars ars un un air air aid aid ain ain air ere ay ay eps eps ore ore aves aves ies ies ods ods een een ams ames,A A B B C C D D E E F G H H I I J J K K L L M M D D F F N N D D O O P P Q Q R R S S T T N N U V,0 0 1 1 1 0 1 1 0 0 1 0 1 1 1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0,1
1190,floods woods rear appear receives gives appear clear lays strays abodes gods show below still hill,ods ods ear ear ives ives ear ear ays ays odes ods ow ow ill ill,A A B B C C B B D D E A F F G G,0 0 1 1 0 0 1 1 0 0 0 0 1 1 1 1,1
1191,approves loves retires inspires please ease yields fields powers flowers high eye store oer wood good friend end eyes skies roam home admired retired,oves oves ires ires ease ease elds elds ers ers igh ye ore oer ood ood iend end eyes ies oam ome ired ired,A A B B C C D D E E F F G H I I J J K L M M N N,0 0 0 0 1 1 0 0 0 0 1 1 1 0 1 1 1 1 0 0 1 1 0 0,1
1192,possess bless scenes greens fill hill grow flow rove grove shade made sung tongue shed led expire lyre,ess ess enes ens ill ill ow ow ove ove ade ade ung ue ed ed ire yre,A A B C D D E E F F G G H H G G I I,1 1 0 0 1 1 1 1 1 1 1 1 1 0 0 0 1 0,1
1193,voice rejoice strung sung rings sings retreats seats scenes greens rise skies wear star,oice oice ung ung ings ings ats ats enes ens ise ies ear ar,A A B B C C D D E F G G H I,1 1 1 1 0 0 0 0 0 0 1 1 1 1,1
1194,rage age lance dance lyre desire vow now,age age ance ance yre ire ow ow,A A B B C C E E,1 1 1 1 0 1 1 1,1
1195,bore shore remains contains page age field shield fall wall appear spear,ore ore ins ins age age ield ield all all ear ear,A A B B C C D D E E F F,1 1 0 0 1 1 1 1 1 1 1 1,1
1196,mourn urn weeps sleeps contain main rest oppressd,ourn urn eps eps ain ain est essd,A A B B C C D E,1 1 0 0 1 1 1 0,1
1197,known stone shed bled expire fire wars scars cease peace,own one ed ed ire ire ars ars ease eace,A A B B C C D D E E,1 0 1 1 1 1 0 0 1 1,1
1198,bed head stream gleam guides tides rolld gold stood flood name thame renownd crownd lave wave appears rears flood blood,ed ead eam eam ides ides olld old ood ood ame ame ownd ownd ave ave ars ars ood ood,A A B B C C D E F F B B G G H H I I F F,1 1 1 1 1 1 0 1 1 1 0 0 0 0 1 1 0 0 1 1,1
1199,reclined wind eyes rise roar shore,ined ind eyes ise oar ore,A A B C D D,0 0 0 1 1 1,1
1200,days raise behold gold flows bestows themes streams shine rhine train reign blood flood swain grain trace chase blown alone side tide increase peace bend ascend doom come seen queen,ays aise old old ows ows emes ams ine ine ain eign ood ood ain ain ace ase own one ide ide ease eace end end oom ome een een,A A C C D D E F G G H H I I H H A A K K L L B B M M N N H H,0 0 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 0 1 0 1 1 0 0 1 1 1 0 0 0,1
1201,woods floods display day roll pole sails gales flow glow infold gold wind mankind tide divide behold old tide side admire attire shore more groves loves behold gold hell dwell care there retires fires feel wheel chain vain,ods ods ay ay oll ole ils ales ow ow old old ind ind ide ide old old ide ide ire ire ore ore oves oves old old ell ell are ere ires ires eel eel ain ain,A A B B C C E F G G H H I I J J H H J J K K L L M M H H N N O O P P N N Q Q,0 0 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 0 0 0 1 1,1
1202,lays days recite light strains plains spring wing days praise swains strains,ays ays ite ight ins ins ing ing ays aise ins ins,A A B B C C D D A A C C,0 0 1 1 0 0 1 1 0 0 0 0,1
1203,sing inspire string lyre,ing ire ing yre,A B A B,1 1 1 0,1
1204,strain complain sound around rebound slow blow clear ear rise skies notes floats small decay away fall,ain ain ound ound ound ow ow ear ear ise ies otes ats all ay ay all,A A B B B C C D D E E F G H I I H,1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1,1
1205,know low arise applies cares airs sounds wounds head bed wakes snakes wage rage,ow ow ise ies ares irs unds unds ead ed akes akes age age,A A B B C D E E F F G G H H,1 1 1 1 1 0 0 0 1 0 0 0 1 1,1
1206,arms warms,arms arms,A A,0 0,1
1207,seas strain trees main round sound charms displayd blade rebound arms,eas ain ees ain ound ound arms ayd ade ound arms,A B A B C C D E F C D,0 1 0 1 1 1 0 0 1 1 0,1
1208,bounds surrounds led dead heard appeard,unds unds ed ead eard eard,A A B B C C,0 0 1 1 1 1,1
1209,coasts gleams screams glow woe moans groans ghosts,asts ams ams ow oe ans ans osts,A B B C C D D E,0 0 0 1 1 0 0 0,1
1210,lyre respire advance still wheel dance beds heads,yre ire ance ill eel ance eds ads,A B C D D C E F,0 1 1 1 0 1 0 0,2
1211,flow blow flowers dwell asphodel bowers shades glades love grove life wife,ow ow ers ell el ers ades ades ove ove ife ife,A A B C C B D D E E F F,1 1 0 1 1 0 0 0 1 1 1 1,1
1212,consented prayer relented fair prevail hell glorious her her victorious,ented yer ented air ail ell ous er er ous,A B A C D D E F F E,0 0 0 1 1 0 1 0 0 1,1
1213,eyes dies move love mountains fountains wanders meanders,eyes ies ove ove ins ins ers ers,A B C C D D E E,0 0 1 1 0 0 0 0,1
1214,alone unknown moan,one own oan,A A A,1 1 0,1
1215,ghost lost surrounded confounded glows snows,ost ost ounded ounded ows ows,A A B B C C,1 1 0 0 0 0,1
1216,flies cries dies,ies ies ies,A A A,0 0 0,1
1217,sung tongue woods floods rung,ung ue ods ods ung,A A B B A,1 0 0 0 1,1
1218,charm disarm ease please improve above found sound,arm arm ease ease ove ove ound ound,A A B B C C D D,1 1 1 1 1 1 1 1,1
1219,choir ear aspire fire hear,oir ear ire ire ear,A B C C B,0 1 1 1 1,1
1220,tell given hell heaven,ell en ell en,A B A B,1 1 1 1,1
1221,sought taught fired inspired stood blood invades shades,ought aught ired ired ood ood ades ades,A A B B C C D D,1 0 0 0 1 1 0 0,1
1222,art heart along song sky fly shore more,art eart ong ong y y ore ore,A A B B C C D D,1 1 1 1 1 1 1 1,1
1223,unjust dust shore gore control pole hand land,ust ust ore ore ol ole and and,A A B B C C D D,1 1 1 1 1 0 1 1,1
1224,ball fall craves slaves hate state succeeds bleeds,all all aves aves ate ate eds eds,A A B B C C D D,1 1 0 0 1 1 0 0,1
1225,possessd breast reclaim flame here sincere loves reproves,essd east aim ame ere ere oves oves,A B C C D D E E,0 1 1 1 1 1 0 0,1
1226,desire impressd fire breast,ire essd ire east,A B A C,1 0 1 1,2
1227,approve love sighs eyes gust lust desire fire,ove ove ighs eyes ust ust ire ire,A A B C D D E E,1 1 0 0 1 1 1 1,1
1228,unite one light sun,ite one ight un,A B A B,1 1 1 0,1
1229,tie joy attend friend spies arise eye progeny,ie oy end iend ies ise ye y,A B C C D D A A,1 1 1 0 0 0 1 1,1
1230,turns move burns love,urns ove urns ove,A B A B,0 1 0 1,1
1231,surmises disguises surprises shine treasure leisure pleasure thine,es es es ine ure ure ure ine,A A A B C C C B,0 0 0 1 1 1 1 1,1
1232,spite write gone on flew dew stead head lyre admire same name be thee flight height fly sky full dull oer more true you,ite ite one on ew ew ead ead yre ire ame ame e ee ight eight y y ull ull oer ore ue ou,A A B B C C D D E E G G H H A A H H I I J K C C,1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 0 0 1 1 0 1 0 0,1
1233,flame frame flying dying strife life,ame ame ying ying ife ife,A A B B C C,1 1 0 0 1 1,1
1234,say away quite sight breath death,ay ay uite ight eath eath,A A B B D D,1 1 0 1 1 1,1
1235,disappears ears ring fly victory sting,ars ars ing y y ing,A A B C C B,0 0 1 1 1 1,1
1236,shade glade gored sword tell well heart part sky die,ade ade ored ord ell ell eart art y ie,A A B B D D E E F F,1 1 0 1 1 1 1 1 1 1,1
1237,aspire desire abodes gods flows glows age cage years sepulchres keep sleep,ire ire odes ods ows ows age age ars ulchres eep eep,A A B C D D E E F G H H,1 1 0 0 0 0 1 1 0 0 1 1,1
1238,die sky flow below place race,ie y ow ow ace ace,A A B B C C,1 1 1 1 1 1,1
1239,good blood breath death before more ball fall waits gates say way steeld yield away day glow woe,ood ood eath eath ore ore all all its ates ay ay eeld ield ay ay ow oe,A A B B C C D D E F G G H I G G J J,1 1 1 1 1 1 1 1 0 0 1 1 0 1 1 1 1 1,1
1240,shade unpaid tear bier closed composed adornd mournd appear year woe show grace face room tomb dressd breast bestow blow oershade made,ade aid ear ier osed osed ornd ournd ear ear oe ow ace ace oom omb essd east ow ow ade ade,A A B C D D E F B B G G H H I I J K G G A A,1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1,1
1241,name fame not begot thee be,ame ame ot ot ee e,A A B B C C,1 1 1 1 1 0,1
1242,sung tongue lays pays part heart oer more,ung ue ays ays art eart oer ore,A A B B C C D E,1 0 0 0 1 1 0 1,1
1243,art heart bold behold stage age kept wept move love show woe cause laws rise eyes,art eart old old age age ept ept ove ove ow oe ause aws ise eyes,A A B B C C D D E E F F G G H I,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0,1
1244,draws was displays surveys fate state laws cause deed bleed,aws as ays eys ate ate aws ause eed eed,A B C D E E A A F F,0 1 0 0 1 1 0 0 1 1,1
1245,cars wars great state passd oercast eye by adored sword,ars ars eat ate assd ast ye y ored ord,A A B B C D E E F F,0 0 1 0 0 1 0 0 0 1,1
1246,approved moved viewd subdued long song stage rage ear hear,oved oved iewd ued ong ong age age ear ear,A A B C D D E E F F,0 0 0 0 1 1 1 1 1 1,1
1247,showers flowers day ray rest breast brings wings rose compose,ers ers ay ay est east ings ings ose ose,A A B B C C D D E E,0 0 1 1 1 1 0 0 1 1,1
1248,skies eyes below flow seen green eyes rise displays decays,ies eyes ow ow een een eyes ise ays ays,A B C C D D B A E E,0 0 1 1 1 1 0 0 0 0,1
1249,around sound roar shore beheld conceald lay way shone stone,ound ound oar ore eld eald ay ay one one,A A B B C D E E F F,1 1 1 1 1 0 1 1 1 1,1
1250,viewd subdued past last renownd found deface place resignd behind alone sun,iewd ued ast ast ownd ound ace ace ignd ind one un,A B C C D E F F G H I I,0 0 1 1 0 1 1 1 0 1 1 0,2
1251,decays praise feel steel shade invade past last decays days,ays aise eel eel ade ade ast ast ays ays,A A B B C C D D A A,0 0 1 1 1 1 1 1 0 0,1
1252,frost coast away play supply sky appears years,ost oast ay ay y y ars ars,A A B B C C D D,1 0 1 1 1 1 0 0,1
1253,stands hands beheld excelld face grace,ands ands eld elld ace ace,A A B C D D,0 0 1 0 1 1,1
1254,high sky born adorn race grace frown stone,igh y orn orn ace ace own one,A A B B C C D D,1 1 1 1 1 1 1 0,1
1255,appeard reard mould gold beheld shield toil spoil sound around,eard eard ould old eld ield oil oil ound ound,A A B B C D E E F F,1 1 1 1 1 1 1 1 1 1,1
1256,lyre aspire call wall ascend bend rise skies,yre ire all all end end ise ies,A A C C D D E E,0 1 1 1 1 1 1 1,1
1257,behold gold fame name stand wand appeard revered,old old ame ame and and eard ered,A A B B C C D D,1 1 1 1 1 1 1 0,1
1258,shades glades rise eyes power hour stood good,ades ades ise eyes er our ood ood,A A B C D D F F,0 0 1 0 0 1 1 1,1
1259,race grace spheres years view drew hold gold placed graced,ace ace eres ars iew ew old old aced aced,A A B C D D F F G G,1 1 0 0 0 1 1 1 0 0,1
1260,side pride crownd around eyes dies blood stood,ide ide ownd ound eyes ies ood ood,A A B C D E F F,1 1 0 1 0 0 1 1,2
1261,unstrung sung fame name face glass dyes multiplies wall all,ung ung ame ame ace ass yes ies all all,A A B B C C D E F F,1 1 1 1 1 0 0 0 1 1,1
1262,unfold gold around crownd walls capitals glows rows gate wait,old old ound ownd alls als ows ows ate ait,A A B C D E F F G G,1 1 1 0 0 0 0 0 1 1,0
1263,found bound alarms arms viewd subdued trod god shone own state fate,ound ound arms arms iewd ued od od one own ate ate,A A B B C D E E F F G G,1 1 0 0 0 0 1 1 1 1 1 1,1
1264,fought bought stood blood state great,ought ought ood ood ate eat,A A B B C C,1 1 1 1 1 0,1
1265,mind joind mankind,ind oind ind,A B A,1 0 1,1
1266,claim fame these socrates expel shell claims names tore more,aim ame ese ates el ell ims ames ore ore,A A B C D D E F G G,1 1 1 0 0 0 0 0 1 1,0
1267,choir aspire stand command shone throne dressd breast appears years seen queen,oir ire and and one one essd east ars ars een een,A B C C D D E F G G H H,0 1 1 1 1 1 0 1 0 0 1 1,1
1268,fall wall inspire fire affect neglect,all all ire ire ect ect,A A B B C C,1 1 1 1 1 1,1
1269,appeard reard part art sate sedate eye majesty,eard eard art art ate ate ye y,A A B B C C D D,1 1 1 1 1 1 0 0,1
1270,spread dead pyre sire throne shone,ead ead yre ire one one,A A B B D D,1 1 0 1 1 1,1
1271,bright flight rode god flings strings,ight ight ode od ings ings,A A B B C C,1 1 1 0 0 0,1
1272,grace race run stone threat great,ace ace un one eat eat,A A B C D D,1 1 1 1 1 1,1
1273,lyre fire infuse muse grace brass appear here spread head,yre ire use use ace ass ear ere ead ead,A A C C D D E E F F,0 1 1 1 1 0 1 1 1 1,1
1274,light stagyrite crownd surround view through,ight ite ownd ound iew ough,A A B C D E,1 1 0 1 0 1,2
1275,shone throne stand hand crowns owns,one one and and owns owns,A A B B C C,1 1 1 1 0 0,1
1276,rise skies sight height seat great eye dye stream gleam shone throne blaze rays sight height,ise ies ight eight eat eat ye ye eam eam one one aze ays ight eight,A A B B C C D D E E F F G G B B,1 1 1 0 1 1 0 0 1 1 1 1 1 1 1 0,1
1277,gazed raised grew view ascend extend told infold bears ears,azed aised ew iew end end old old ars ars,A B C C D D E E F F,0 0 1 0 1 1 1 1 0 0,1
1278,nine shrine sing string lays days,ine ine ing ing ays ays,A A B B C C,1 1 1 1 0 0,1
1279,look shook call hall heard appeard renew dew sky fly yield field attend bend,ook ook all all eard eard ew ew y y ield ield end end,A A B B C C D D E E F F G G,1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
1280,sage age same fame crownd found reigns chains,age age ame ame ownd ound igns ins,A A B B C D E F,1 1 1 1 0 1 0 0,2
1281,appear prayer mankind blind none throne bestow below,ear yer ind ind one one ow ow,A B C C D D E E,1 0 1 1 1 1 1 1,1
1282,raise praise sound around cloud loud rise skies shed spread exhales gales,aise aise ound ound oud oud ise ies ed ead ales ales,A A B B C C D D E E F F,1 1 1 1 1 1 1 1 1 1 0 0,1
1283,train fane cursed worst forth worth,ain ane ursed orst orth orth,A A B C D D,1 1 0 1 1 1,1
1284,crownd renownd amaze praise,ownd ownd aze aise,A A B B,0 0 1 1,1
1285,crowd bowd days praise sounds bounds skies flies,owd owd ays aise unds unds ies ies,A A B B C C D D,0 0 0 0 0 0 0 0,1
1286,rung tongue broke smoke skies flies,ung ue oke oke ies ies,A A B B C C,1 0 1 1 0 0,1
1287,wore bore strife life blood flood own alone,ore ore ife ife ood ood own one,A A B B C C D D,1 1 1 1 1 1 1 0,1
1288,frownd drownd gone unknown sight night,ownd ownd one own ight ight,A A B B C C,0 0 1 1 1 1,1
1289,seen mien claim fame men unseen sight requite partake sake,een ien aim ame en een ight uite ake ake,A A B B C A D D E E,1 0 1 1 1 1 1 0 1 1,1
1290,fame name pride hide breath death floats notes clear hear flies skies,ame ame ide ide eath eath ats otes ear ear ies ies,A A B B C C D E F F G G,1 1 1 1 1 1 0 0 1 1 0 0,1
1291,expressd dressd see gallantry plays days care fair persuade maid tell well name fame,essd essd ee y ays ays are air uade aid ell ell ame ame,A A B B C C D D E E G G H H,0 0 1 0 0 0 1 1 0 1 1 1 1 1,1
1292,skies dies,ies ies,A A,0 0,1
1293,pressd request please ease days praise fall all sound round loud crowd,essd est ease ease ays aise all all ound ound oud owd,A B C C D D E E F F G H,0 1 1 1 0 0 1 1 1 1 1 0,1
1294,done throne laid betrayd fix politics throne known expire fire aghast blast,one one aid ayd ix ics one own ire ire ast ast,A A B C D E A A F F G G,1 1 1 0 1 0 1 1 1 1 1 1,1
1295,unknown throne fair air round resound doors shores day way ascend tend roll pole arise skies,own one air air ound ound ors ores ay ay end end oll ole ise ies,A A B B C C D E F F G G H H J J,1 0 1 1 1 1 0 0 1 1 1 1 0 1 1 1,1
1296,ear here lakes makes stirrd third advance dance break make move above sent element,ear ere akes akes irrd ird ance ance eak ake ove ove ent ent,A A B B C D E E F F G G H H,1 1 0 0 0 1 1 1 1 0 1 1 1 1,1
1297,strife life store shore air hair state great new true,ife ife ore ore air air ate eat ew ue,A A B B C C D D E E,1 1 1 1 1 1 1 0 1 0,1
1298,around found away day foreshow few bands lands place face rolld told,ound ound ay ay ow ew ands ands ace ace olld old,A A B B C D E E F F G H,1 1 1 1 1 1 0 0 1 1 0 1,1
